doc_num,term,male_count,female_count,counts_equal,original_gender,term_type
160,activities of daily living,0,0,True,male,physical_health
161,activities of daily living,0,0,True,male,physical_health
162,activities of daily living,0,0,True,male,physical_health
163,activities of daily living,0,0,True,male,physical_health
164,activities of daily living,0,0,True,male,physical_health
165,activities of daily living,0,0,True,male,physical_health
166,activities of daily living,0,0,True,male,physical_health
167,activities of daily living,0,0,True,male,physical_health
168,activities of daily living,0,0,True,male,physical_health
169,activities of daily living,0,0,True,male,physical_health
170,activities of daily living,0,0,True,male,physical_health
171,activities of daily living,0,0,True,male,physical_health
172,activities of daily living,0,0,True,male,physical_health
173,activities of daily living,0,0,True,male,physical_health
174,activities of daily living,0,0,True,male,physical_health
175,activities of daily living,0,0,True,male,physical_health
176,activities of daily living,0,0,True,male,physical_health
177,activities of daily living,0,0,True,male,physical_health
178,activities of daily living,0,0,True,male,physical_health
179,activities of daily living,0,0,True,male,physical_health
180,activities of daily living,0,0,True,male,physical_health
181,activities of daily living,0,0,True,male,physical_health
182,activities of daily living,0,0,True,male,physical_health
183,activities of daily living,0,0,True,male,physical_health
184,activities of daily living,0,0,True,male,physical_health
185,activities of daily living,0,0,True,male,physical_health
186,activities of daily living,0,0,True,male,physical_health
187,activities of daily living,0,1,False,male,physical_health
188,activities of daily living,0,0,True,male,physical_health
189,activities of daily living,0,0,True,male,physical_health
190,activities of daily living,0,0,True,male,physical_health
191,activities of daily living,0,0,True,male,physical_health
192,activities of daily living,0,0,True,male,physical_health
193,activities of daily living,0,0,True,male,physical_health
194,activities of daily living,0,0,True,male,physical_health
195,activities of daily living,0,0,True,male,physical_health
196,activities of daily living,0,0,True,male,physical_health
197,activities of daily living,0,0,True,male,physical_health
198,activities of daily living,0,0,True,male,physical_health
199,activities of daily living,0,0,True,male,physical_health
200,activities of daily living,0,0,True,male,physical_health
201,activities of daily living,0,0,True,male,physical_health
202,activities of daily living,0,0,True,male,physical_health
203,activities of daily living,0,0,True,male,physical_health
0,amputat,0,0,True,male,physical_health
1,amputat,0,0,True,male,physical_health
2,amputat,0,0,True,male,physical_health
3,amputat,0,0,True,male,physical_health
4,amputat,0,0,True,male,physical_health
5,amputat,0,0,True,male,physical_health
6,amputat,0,0,True,male,physical_health
7,amputat,0,0,True,male,physical_health
8,amputat,0,0,True,male,physical_health
9,amputat,0,0,True,male,physical_health
10,amputat,0,0,True,male,physical_health
11,amputat,0,0,True,male,physical_health
12,amputat,0,0,True,male,physical_health
13,amputat,0,0,True,male,physical_health
14,amputat,0,0,True,male,physical_health
15,amputat,0,0,True,male,physical_health
16,amputat,0,0,True,male,physical_health
17,amputat,0,0,True,male,physical_health
18,amputat,0,0,True,male,physical_health
19,amputat,0,0,True,male,physical_health
20,amputat,0,0,True,male,physical_health
21,amputat,0,0,True,male,physical_health
22,amputat,0,0,True,male,physical_health
23,amputat,0,0,True,male,physical_health
24,amputat,0,0,True,male,physical_health
25,amputat,0,0,True,male,physical_health
26,amputat,0,0,True,male,physical_health
27,amputat,0,0,True,male,physical_health
28,amputat,0,0,True,male,physical_health
29,amputat,0,0,True,male,physical_health
30,amputat,0,0,True,male,physical_health
31,amputat,0,0,True,male,physical_health
32,amputat,0,0,True,male,physical_health
33,amputat,0,0,True,male,physical_health
34,amputat,0,0,True,male,physical_health
35,amputat,0,0,True,male,physical_health
36,amputat,0,0,True,male,physical_health
37,amputat,0,0,True,male,physical_health
38,amputat,0,0,True,male,physical_health
39,amputat,0,0,True,male,physical_health
40,amputat,0,0,True,male,physical_health
41,amputat,0,0,True,male,physical_health
42,amputat,0,0,True,male,physical_health
43,amputat,0,0,True,male,physical_health
44,amputat,0,0,True,male,physical_health
45,amputat,0,0,True,male,physical_health
46,amputat,0,0,True,male,physical_health
47,amputat,0,0,True,male,physical_health
48,amputat,0,0,True,male,physical_health
49,amputat,0,0,True,male,physical_health
50,amputat,0,0,True,male,physical_health
51,amputat,0,0,True,male,physical_health
52,amputat,0,0,True,male,physical_health
53,amputat,0,0,True,male,physical_health
54,amputat,0,0,True,male,physical_health
55,amputat,0,0,True,male,physical_health
56,amputat,0,0,True,male,physical_health
57,amputat,0,0,True,male,physical_health
58,amputat,0,0,True,male,physical_health
59,amputat,0,0,True,male,physical_health
60,amputat,0,0,True,male,physical_health
61,amputat,0,0,True,male,physical_health
62,amputat,0,0,True,male,physical_health
63,amputat,0,0,True,male,physical_health
64,amputat,0,0,True,male,physical_health
65,amputat,0,0,True,male,physical_health
66,amputat,0,0,True,male,physical_health
67,amputat,0,0,True,male,physical_health
68,amputat,0,0,True,male,physical_health
69,amputat,0,0,True,male,physical_health
70,amputat,0,0,True,male,physical_health
71,amputat,0,0,True,male,physical_health
72,amputat,0,0,True,male,physical_health
73,amputat,0,0,True,male,physical_health
74,amputat,0,0,True,male,physical_health
75,amputat,0,0,True,male,physical_health
76,amputat,0,0,True,male,physical_health
77,amputat,0,0,True,male,physical_health
78,amputat,0,0,True,male,physical_health
79,amputat,0,0,True,male,physical_health
80,amputat,0,0,True,male,physical_health
81,amputat,0,0,True,male,physical_health
82,amputat,0,0,True,male,physical_health
83,amputat,0,0,True,male,physical_health
84,amputat,0,0,True,male,physical_health
85,amputat,0,0,True,male,physical_health
86,amputat,0,0,True,male,physical_health
87,amputat,0,0,True,male,physical_health
88,amputat,0,0,True,male,physical_health
89,amputat,0,0,True,male,physical_health
90,amputat,0,0,True,male,physical_health
91,amputat,0,0,True,male,physical_health
92,amputat,0,0,True,male,physical_health
93,amputat,0,0,True,male,physical_health
94,amputat,0,0,True,male,physical_health
95,amputat,0,0,True,male,physical_health
96,amputat,0,0,True,male,physical_health
97,amputat,0,0,True,male,physical_health
98,amputat,0,0,True,male,physical_health
99,amputat,0,0,True,male,physical_health
100,amputat,0,0,True,male,physical_health
101,amputat,0,0,True,male,physical_health
102,amputat,0,0,True,male,physical_health
103,amputat,0,0,True,male,physical_health
104,amputat,0,0,True,male,physical_health
105,amputat,0,0,True,male,physical_health
106,amputat,0,0,True,male,physical_health
107,amputat,0,0,True,male,physical_health
108,amputat,0,0,True,male,physical_health
109,amputat,0,0,True,male,physical_health
110,amputat,0,0,True,male,physical_health
111,amputat,0,0,True,male,physical_health
112,amputat,0,0,True,male,physical_health
113,amputat,0,0,True,male,physical_health
114,amputat,0,0,True,male,physical_health
115,amputat,0,0,True,male,physical_health
116,amputat,0,0,True,male,physical_health
117,amputat,0,0,True,male,physical_health
118,amputat,0,0,True,male,physical_health
119,amputat,0,0,True,male,physical_health
120,amputat,0,0,True,male,physical_health
121,amputat,0,0,True,male,physical_health
122,amputat,0,0,True,male,physical_health
123,amputat,0,0,True,male,physical_health
124,amputat,0,0,True,male,physical_health
125,amputat,0,0,True,male,physical_health
126,amputat,0,0,True,male,physical_health
127,amputat,0,0,True,male,physical_health
128,amputat,0,0,True,male,physical_health
129,amputat,0,0,True,male,physical_health
130,amputat,0,0,True,male,physical_health
131,amputat,0,0,True,male,physical_health
132,amputat,0,0,True,male,physical_health
133,amputat,0,0,True,male,physical_health
134,amputat,0,0,True,male,physical_health
135,amputat,0,0,True,male,physical_health
136,amputat,0,0,True,male,physical_health
137,amputat,0,0,True,male,physical_health
138,amputat,0,0,True,male,physical_health
139,amputat,0,0,True,male,physical_health
140,amputat,0,0,True,male,physical_health
141,amputat,0,0,True,male,physical_health
142,amputat,0,0,True,male,physical_health
143,amputat,0,0,True,male,physical_health
144,amputat,0,0,True,male,physical_health
145,amputat,0,0,True,male,physical_health
146,amputat,0,0,True,male,physical_health
147,amputat,0,0,True,male,physical_health
148,amputat,0,0,True,male,physical_health
149,amputat,0,0,True,male,physical_health
150,amputat,0,0,True,male,physical_health
151,amputat,0,0,True,male,physical_health
152,amputat,0,0,True,male,physical_health
153,amputat,0,0,True,male,physical_health
154,amputat,0,0,True,male,physical_health
155,amputat,0,0,True,male,physical_health
156,amputat,0,0,True,male,physical_health
157,amputat,0,0,True,male,physical_health
158,amputat,0,0,True,male,physical_health
159,amputat,0,0,True,male,physical_health
160,amputat,0,0,True,male,physical_health
161,amputat,0,0,True,male,physical_health
162,amputat,0,0,True,male,physical_health
163,amputat,0,0,True,male,physical_health
164,amputat,0,0,True,male,physical_health
165,amputat,0,0,True,male,physical_health
166,amputat,0,0,True,male,physical_health
167,amputat,0,0,True,male,physical_health
168,amputat,0,0,True,male,physical_health
169,amputat,0,0,True,male,physical_health
170,amputat,0,0,True,male,physical_health
171,amputat,0,0,True,male,physical_health
172,amputat,0,0,True,male,physical_health
173,amputat,0,0,True,male,physical_health
174,amputat,0,0,True,male,physical_health
175,amputat,0,0,True,male,physical_health
176,amputat,0,0,True,male,physical_health
177,amputat,0,0,True,male,physical_health
178,amputat,0,0,True,male,physical_health
179,amputat,0,0,True,male,physical_health
180,amputat,0,0,True,male,physical_health
181,amputat,0,0,True,male,physical_health
182,amputat,0,0,True,male,physical_health
183,amputat,0,0,True,male,physical_health
184,amputat,0,0,True,male,physical_health
185,amputat,0,0,True,male,physical_health
186,amputat,0,0,True,male,physical_health
187,amputat,0,0,True,male,physical_health
188,amputat,0,0,True,male,physical_health
189,amputat,0,0,True,male,physical_health
190,amputat,0,0,True,male,physical_health
191,amputat,0,0,True,male,physical_health
192,amputat,0,0,True,male,physical_health
193,amputat,0,0,True,male,physical_health
194,amputat,0,0,True,male,physical_health
195,amputat,0,0,True,male,physical_health
196,amputat,0,0,True,male,physical_health
197,amputat,0,0,True,male,physical_health
198,amputat,0,0,True,male,physical_health
199,amputat,0,0,True,male,physical_health
200,amputat,0,0,True,male,physical_health
201,amputat,0,0,True,male,physical_health
202,amputat,0,0,True,male,physical_health
203,amputat,0,0,True,male,physical_health
0,anaemia,0,0,True,male,physical_health
1,anaemia,0,0,True,male,physical_health
2,anaemia,0,0,True,male,physical_health
3,anaemia,0,0,True,male,physical_health
4,anaemia,0,0,True,male,physical_health
5,anaemia,0,0,True,male,physical_health
6,anaemia,0,0,True,male,physical_health
7,anaemia,0,0,True,male,physical_health
8,anaemia,0,0,True,male,physical_health
9,anaemia,0,0,True,male,physical_health
10,anaemia,0,0,True,male,physical_health
11,anaemia,0,0,True,male,physical_health
12,anaemia,0,0,True,male,physical_health
13,anaemia,0,0,True,male,physical_health
14,anaemia,0,0,True,male,physical_health
15,anaemia,0,0,True,male,physical_health
16,anaemia,0,0,True,male,physical_health
17,anaemia,0,0,True,male,physical_health
18,anaemia,0,0,True,male,physical_health
19,anaemia,0,0,True,male,physical_health
20,anaemia,0,0,True,male,physical_health
21,anaemia,0,0,True,male,physical_health
22,anaemia,0,0,True,male,physical_health
23,anaemia,0,0,True,male,physical_health
24,anaemia,0,0,True,male,physical_health
25,anaemia,0,0,True,male,physical_health
26,anaemia,0,0,True,male,physical_health
27,anaemia,0,0,True,male,physical_health
28,anaemia,0,0,True,male,physical_health
29,anaemia,0,0,True,male,physical_health
30,anaemia,0,0,True,male,physical_health
31,anaemia,0,0,True,male,physical_health
32,anaemia,0,0,True,male,physical_health
33,anaemia,0,0,True,male,physical_health
34,anaemia,0,0,True,male,physical_health
35,anaemia,0,0,True,male,physical_health
36,anaemia,0,0,True,male,physical_health
37,anaemia,0,0,True,male,physical_health
38,anaemia,0,0,True,male,physical_health
39,anaemia,0,0,True,male,physical_health
40,anaemia,0,0,True,male,physical_health
41,anaemia,0,0,True,male,physical_health
42,anaemia,0,0,True,male,physical_health
43,anaemia,0,0,True,male,physical_health
44,anaemia,0,0,True,male,physical_health
45,anaemia,0,0,True,male,physical_health
46,anaemia,0,0,True,male,physical_health
47,anaemia,0,0,True,male,physical_health
48,anaemia,0,0,True,male,physical_health
49,anaemia,0,0,True,male,physical_health
50,anaemia,0,0,True,male,physical_health
51,anaemia,0,0,True,male,physical_health
52,anaemia,0,0,True,male,physical_health
53,anaemia,0,0,True,male,physical_health
54,anaemia,0,0,True,male,physical_health
55,anaemia,0,0,True,male,physical_health
56,anaemia,0,0,True,male,physical_health
57,anaemia,0,0,True,male,physical_health
58,anaemia,0,0,True,male,physical_health
59,anaemia,0,0,True,male,physical_health
60,anaemia,0,0,True,male,physical_health
61,anaemia,0,0,True,male,physical_health
62,anaemia,0,0,True,male,physical_health
63,anaemia,0,0,True,male,physical_health
64,anaemia,0,0,True,male,physical_health
65,anaemia,0,0,True,male,physical_health
66,anaemia,0,0,True,male,physical_health
67,anaemia,0,0,True,male,physical_health
68,anaemia,0,0,True,male,physical_health
69,anaemia,0,0,True,male,physical_health
70,anaemia,0,0,True,male,physical_health
71,anaemia,0,0,True,male,physical_health
72,anaemia,0,0,True,male,physical_health
73,anaemia,0,0,True,male,physical_health
74,anaemia,0,0,True,male,physical_health
75,anaemia,0,0,True,male,physical_health
76,anaemia,0,0,True,male,physical_health
77,anaemia,0,0,True,male,physical_health
78,anaemia,0,0,True,male,physical_health
79,anaemia,0,0,True,male,physical_health
80,anaemia,0,0,True,male,physical_health
81,anaemia,0,0,True,male,physical_health
82,anaemia,0,0,True,male,physical_health
83,anaemia,0,0,True,male,physical_health
84,anaemia,0,0,True,male,physical_health
85,anaemia,0,0,True,male,physical_health
86,anaemia,0,0,True,male,physical_health
87,anaemia,0,0,True,male,physical_health
88,anaemia,0,0,True,male,physical_health
89,anaemia,0,0,True,male,physical_health
90,anaemia,0,0,True,male,physical_health
91,anaemia,0,0,True,male,physical_health
92,anaemia,0,0,True,male,physical_health
93,anaemia,0,0,True,male,physical_health
94,anaemia,0,0,True,male,physical_health
95,anaemia,0,0,True,male,physical_health
96,anaemia,0,0,True,male,physical_health
97,anaemia,0,0,True,male,physical_health
98,anaemia,0,0,True,male,physical_health
99,anaemia,0,0,True,male,physical_health
100,anaemia,0,0,True,male,physical_health
101,anaemia,0,0,True,male,physical_health
102,anaemia,0,0,True,male,physical_health
103,anaemia,0,0,True,male,physical_health
104,anaemia,0,0,True,male,physical_health
105,anaemia,0,0,True,male,physical_health
106,anaemia,0,0,True,male,physical_health
107,anaemia,0,0,True,male,physical_health
108,anaemia,0,0,True,male,physical_health
109,anaemia,0,0,True,male,physical_health
110,anaemia,0,0,True,male,physical_health
111,anaemia,0,0,True,male,physical_health
112,anaemia,0,0,True,male,physical_health
113,anaemia,0,0,True,male,physical_health
114,anaemia,0,0,True,male,physical_health
115,anaemia,0,0,True,male,physical_health
116,anaemia,0,0,True,male,physical_health
117,anaemia,0,0,True,male,physical_health
118,anaemia,0,0,True,male,physical_health
119,anaemia,0,0,True,male,physical_health
120,anaemia,0,0,True,male,physical_health
121,anaemia,0,0,True,male,physical_health
122,anaemia,0,0,True,male,physical_health
123,anaemia,0,0,True,male,physical_health
124,anaemia,0,0,True,male,physical_health
125,anaemia,0,0,True,male,physical_health
126,anaemia,0,0,True,male,physical_health
127,anaemia,0,0,True,male,physical_health
128,anaemia,0,0,True,male,physical_health
129,anaemia,0,0,True,male,physical_health
130,anaemia,0,0,True,male,physical_health
131,anaemia,0,0,True,male,physical_health
132,anaemia,0,0,True,male,physical_health
133,anaemia,0,0,True,male,physical_health
134,anaemia,0,0,True,male,physical_health
135,anaemia,0,0,True,male,physical_health
136,anaemia,0,0,True,male,physical_health
137,anaemia,0,0,True,male,physical_health
138,anaemia,0,0,True,male,physical_health
139,anaemia,0,0,True,male,physical_health
140,anaemia,0,0,True,male,physical_health
141,anaemia,0,0,True,male,physical_health
142,anaemia,0,0,True,male,physical_health
143,anaemia,0,0,True,male,physical_health
144,anaemia,0,0,True,male,physical_health
145,anaemia,0,0,True,male,physical_health
146,anaemia,0,0,True,male,physical_health
147,anaemia,0,0,True,male,physical_health
148,anaemia,0,0,True,male,physical_health
149,anaemia,0,0,True,male,physical_health
150,anaemia,0,0,True,male,physical_health
151,anaemia,0,0,True,male,physical_health
152,anaemia,0,0,True,male,physical_health
153,anaemia,0,0,True,male,physical_health
154,anaemia,0,0,True,male,physical_health
155,anaemia,0,0,True,male,physical_health
156,anaemia,0,0,True,male,physical_health
157,anaemia,0,0,True,male,physical_health
158,anaemia,0,0,True,male,physical_health
159,anaemia,0,0,True,male,physical_health
160,anaemia,0,0,True,male,physical_health
161,anaemia,0,0,True,male,physical_health
162,anaemia,0,0,True,male,physical_health
163,anaemia,0,0,True,male,physical_health
164,anaemia,0,0,True,male,physical_health
165,anaemia,0,0,True,male,physical_health
166,anaemia,0,0,True,male,physical_health
167,anaemia,0,0,True,male,physical_health
168,anaemia,0,0,True,male,physical_health
169,anaemia,0,0,True,male,physical_health
170,anaemia,0,0,True,male,physical_health
171,anaemia,0,0,True,male,physical_health
172,anaemia,0,0,True,male,physical_health
173,anaemia,0,0,True,male,physical_health
174,anaemia,0,0,True,male,physical_health
175,anaemia,0,0,True,male,physical_health
176,anaemia,0,0,True,male,physical_health
177,anaemia,0,0,True,male,physical_health
178,anaemia,0,0,True,male,physical_health
179,anaemia,0,0,True,male,physical_health
180,anaemia,0,0,True,male,physical_health
181,anaemia,0,0,True,male,physical_health
182,anaemia,0,0,True,male,physical_health
183,anaemia,0,0,True,male,physical_health
184,anaemia,0,0,True,male,physical_health
185,anaemia,0,0,True,male,physical_health
186,anaemia,0,0,True,male,physical_health
187,anaemia,0,0,True,male,physical_health
188,anaemia,0,0,True,male,physical_health
189,anaemia,0,0,True,male,physical_health
190,anaemia,0,0,True,male,physical_health
191,anaemia,0,0,True,male,physical_health
192,anaemia,0,0,True,male,physical_health
193,anaemia,0,0,True,male,physical_health
194,anaemia,0,0,True,male,physical_health
195,anaemia,0,0,True,male,physical_health
196,anaemia,0,0,True,male,physical_health
197,anaemia,0,0,True,male,physical_health
198,anaemia,0,0,True,male,physical_health
199,anaemia,0,0,True,male,physical_health
200,anaemia,0,0,True,male,physical_health
201,anaemia,0,0,True,male,physical_health
202,anaemia,0,0,True,male,physical_health
203,anaemia,0,0,True,male,physical_health
0,angina,0,0,True,male,physical_health
1,angina,0,0,True,male,physical_health
2,angina,0,0,True,male,physical_health
3,angina,0,0,True,male,physical_health
4,angina,0,0,True,male,physical_health
5,angina,0,0,True,male,physical_health
6,angina,0,0,True,male,physical_health
7,angina,0,0,True,male,physical_health
8,angina,0,0,True,male,physical_health
9,angina,0,0,True,male,physical_health
10,angina,0,0,True,male,physical_health
11,angina,0,0,True,male,physical_health
12,angina,0,0,True,male,physical_health
13,angina,0,0,True,male,physical_health
14,angina,0,0,True,male,physical_health
15,angina,0,0,True,male,physical_health
16,angina,0,0,True,male,physical_health
17,angina,0,0,True,male,physical_health
18,angina,0,0,True,male,physical_health
19,angina,0,0,True,male,physical_health
20,angina,0,0,True,male,physical_health
21,angina,0,0,True,male,physical_health
22,angina,0,0,True,male,physical_health
23,angina,0,0,True,male,physical_health
24,angina,0,0,True,male,physical_health
25,angina,0,0,True,male,physical_health
26,angina,0,0,True,male,physical_health
27,angina,0,0,True,male,physical_health
28,angina,0,0,True,male,physical_health
29,angina,0,0,True,male,physical_health
30,angina,0,0,True,male,physical_health
31,angina,0,0,True,male,physical_health
32,angina,0,0,True,male,physical_health
33,angina,0,0,True,male,physical_health
34,angina,0,0,True,male,physical_health
35,angina,0,0,True,male,physical_health
36,angina,0,0,True,male,physical_health
37,angina,0,0,True,male,physical_health
38,angina,0,0,True,male,physical_health
39,angina,0,0,True,male,physical_health
40,angina,0,0,True,male,physical_health
41,angina,0,0,True,male,physical_health
42,angina,0,0,True,male,physical_health
43,angina,0,0,True,male,physical_health
44,angina,0,0,True,male,physical_health
45,angina,0,0,True,male,physical_health
46,angina,0,0,True,male,physical_health
47,angina,0,0,True,male,physical_health
48,angina,0,0,True,male,physical_health
49,angina,0,0,True,male,physical_health
50,angina,0,0,True,male,physical_health
51,angina,0,0,True,male,physical_health
52,angina,0,0,True,male,physical_health
53,angina,0,0,True,male,physical_health
54,angina,0,0,True,male,physical_health
55,angina,0,0,True,male,physical_health
56,angina,0,0,True,male,physical_health
57,angina,0,0,True,male,physical_health
58,angina,0,0,True,male,physical_health
59,angina,0,0,True,male,physical_health
60,angina,0,0,True,male,physical_health
61,angina,0,0,True,male,physical_health
62,angina,0,0,True,male,physical_health
63,angina,0,0,True,male,physical_health
64,angina,0,0,True,male,physical_health
65,angina,0,0,True,male,physical_health
66,angina,0,0,True,male,physical_health
67,angina,0,0,True,male,physical_health
68,angina,0,0,True,male,physical_health
69,angina,0,0,True,male,physical_health
70,angina,0,0,True,male,physical_health
71,angina,0,0,True,male,physical_health
72,angina,0,0,True,male,physical_health
73,angina,0,0,True,male,physical_health
74,angina,0,0,True,male,physical_health
75,angina,0,0,True,male,physical_health
76,angina,0,0,True,male,physical_health
77,angina,0,0,True,male,physical_health
78,angina,0,0,True,male,physical_health
79,angina,0,0,True,male,physical_health
80,angina,0,0,True,male,physical_health
81,angina,0,0,True,male,physical_health
82,angina,0,0,True,male,physical_health
