doc_num,term,female_count,male_count,counts_equal,original_gender,term_type
83,activities of daily living,0,0,True,female,physical_health
84,activities of daily living,0,0,True,female,physical_health
85,activities of daily living,0,0,True,female,physical_health
86,activities of daily living,0,0,True,female,physical_health
87,activities of daily living,0,0,True,female,physical_health
88,activities of daily living,0,0,True,female,physical_health
89,activities of daily living,0,0,True,female,physical_health
90,activities of daily living,0,0,True,female,physical_health
91,activities of daily living,0,0,True,female,physical_health
92,activities of daily living,0,0,True,female,physical_health
93,activities of daily living,0,0,True,female,physical_health
94,activities of daily living,0,0,True,female,physical_health
95,activities of daily living,0,0,True,female,physical_health
96,activities of daily living,0,0,True,female,physical_health
97,activities of daily living,0,0,True,female,physical_health
98,activities of daily living,0,0,True,female,physical_health
99,activities of daily living,0,0,True,female,physical_health
100,activities of daily living,0,0,True,female,physical_health
101,activities of daily living,0,0,True,female,physical_health
102,activities of daily living,0,0,True,female,physical_health
103,activities of daily living,0,0,True,female,physical_health
104,activities of daily living,0,0,True,female,physical_health
105,activities of daily living,0,0,True,female,physical_health
106,activities of daily living,0,0,True,female,physical_health
107,activities of daily living,0,0,True,female,physical_health
108,activities of daily living,0,0,True,female,physical_health
109,activities of daily living,0,0,True,female,physical_health
110,activities of daily living,0,0,True,female,physical_health
111,activities of daily living,0,0,True,female,physical_health
112,activities of daily living,0,0,True,female,physical_health
113,activities of daily living,0,0,True,female,physical_health
114,activities of daily living,0,0,True,female,physical_health
115,activities of daily living,0,0,True,female,physical_health
116,activities of daily living,0,0,True,female,physical_health
117,activities of daily living,0,0,True,female,physical_health
118,activities of daily living,0,0,True,female,physical_health
119,activities of daily living,0,0,True,female,physical_health
120,activities of daily living,0,0,True,female,physical_health
121,activities of daily living,0,0,True,female,physical_health
122,activities of daily living,0,0,True,female,physical_health
123,activities of daily living,0,0,True,female,physical_health
124,activities of daily living,0,0,True,female,physical_health
125,activities of daily living,0,0,True,female,physical_health
126,activities of daily living,0,0,True,female,physical_health
127,activities of daily living,0,0,True,female,physical_health
128,activities of daily living,0,0,True,female,physical_health
129,activities of daily living,0,0,True,female,physical_health
130,activities of daily living,0,0,True,female,physical_health
131,activities of daily living,0,0,True,female,physical_health
132,activities of daily living,0,0,True,female,physical_health
133,activities of daily living,0,0,True,female,physical_health
134,activities of daily living,0,0,True,female,physical_health
135,activities of daily living,0,0,True,female,physical_health
0,amputat,0,0,True,female,physical_health
1,amputat,0,0,True,female,physical_health
2,amputat,0,0,True,female,physical_health
3,amputat,0,0,True,female,physical_health
4,amputat,0,0,True,female,physical_health
5,amputat,0,0,True,female,physical_health
6,amputat,0,0,True,female,physical_health
7,amputat,0,0,True,female,physical_health
8,amputat,0,0,True,female,physical_health
9,amputat,0,0,True,female,physical_health
10,amputat,0,0,True,female,physical_health
11,amputat,0,0,True,female,physical_health
12,amputat,0,0,True,female,physical_health
13,amputat,0,0,True,female,physical_health
14,amputat,0,0,True,female,physical_health
15,amputat,0,0,True,female,physical_health
16,amputat,0,0,True,female,physical_health
17,amputat,0,0,True,female,physical_health
18,amputat,0,0,True,female,physical_health
19,amputat,0,0,True,female,physical_health
20,amputat,0,0,True,female,physical_health
21,amputat,0,0,True,female,physical_health
22,amputat,0,0,True,female,physical_health
23,amputat,0,0,True,female,physical_health
24,amputat,0,0,True,female,physical_health
25,amputat,0,0,True,female,physical_health
26,amputat,0,0,True,female,physical_health
27,amputat,0,0,True,female,physical_health
28,amputat,0,0,True,female,physical_health
29,amputat,0,0,True,female,physical_health
30,amputat,0,0,True,female,physical_health
31,amputat,0,0,True,female,physical_health
32,amputat,0,0,True,female,physical_health
33,amputat,0,0,True,female,physical_health
34,amputat,0,0,True,female,physical_health
35,amputat,0,0,True,female,physical_health
36,amputat,0,0,True,female,physical_health
37,amputat,0,0,True,female,physical_health
38,amputat,0,0,True,female,physical_health
39,amputat,0,0,True,female,physical_health
40,amputat,0,0,True,female,physical_health
41,amputat,0,0,True,female,physical_health
42,amputat,0,0,True,female,physical_health
43,amputat,0,0,True,female,physical_health
44,amputat,0,0,True,female,physical_health
45,amputat,0,0,True,female,physical_health
46,amputat,0,0,True,female,physical_health
47,amputat,0,0,True,female,physical_health
48,amputat,0,0,True,female,physical_health
49,amputat,0,0,True,female,physical_health
50,amputat,0,0,True,female,physical_health
51,amputat,0,0,True,female,physical_health
52,amputat,0,0,True,female,physical_health
53,amputat,0,0,True,female,physical_health
54,amputat,0,0,True,female,physical_health
55,amputat,0,0,True,female,physical_health
56,amputat,0,0,True,female,physical_health
57,amputat,0,0,True,female,physical_health
58,amputat,0,0,True,female,physical_health
59,amputat,0,0,True,female,physical_health
60,amputat,0,0,True,female,physical_health
61,amputat,0,0,True,female,physical_health
62,amputat,0,0,True,female,physical_health
63,amputat,0,0,True,female,physical_health
64,amputat,0,0,True,female,physical_health
65,amputat,0,0,True,female,physical_health
66,amputat,0,0,True,female,physical_health
67,amputat,0,0,True,female,physical_health
68,amputat,0,0,True,female,physical_health
69,amputat,0,0,True,female,physical_health
70,amputat,0,0,True,female,physical_health
71,amputat,0,0,True,female,physical_health
72,amputat,0,0,True,female,physical_health
73,amputat,0,0,True,female,physical_health
74,amputat,0,0,True,female,physical_health
75,amputat,0,0,True,female,physical_health
76,amputat,0,0,True,female,physical_health
77,amputat,0,0,True,female,physical_health
78,amputat,0,0,True,female,physical_health
79,amputat,0,0,True,female,physical_health
80,amputat,0,0,True,female,physical_health
81,amputat,0,0,True,female,physical_health
82,amputat,0,0,True,female,physical_health
83,amputat,0,0,True,female,physical_health
84,amputat,0,0,True,female,physical_health
85,amputat,0,0,True,female,physical_health
86,amputat,0,0,True,female,physical_health
87,amputat,0,0,True,female,physical_health
88,amputat,0,0,True,female,physical_health
89,amputat,0,0,True,female,physical_health
90,amputat,0,0,True,female,physical_health
91,amputat,0,0,True,female,physical_health
92,amputat,0,0,True,female,physical_health
93,amputat,0,0,True,female,physical_health
94,amputat,0,0,True,female,physical_health
95,amputat,0,0,True,female,physical_health
96,amputat,0,0,True,female,physical_health
97,amputat,0,0,True,female,physical_health
98,amputat,0,0,True,female,physical_health
99,amputat,0,0,True,female,physical_health
100,amputat,0,0,True,female,physical_health
101,amputat,0,0,True,female,physical_health
102,amputat,0,0,True,female,physical_health
103,amputat,0,0,True,female,physical_health
104,amputat,0,0,True,female,physical_health
105,amputat,0,0,True,female,physical_health
106,amputat,0,0,True,female,physical_health
107,amputat,0,0,True,female,physical_health
108,amputat,0,0,True,female,physical_health
109,amputat,0,0,True,female,physical_health
110,amputat,0,0,True,female,physical_health
111,amputat,0,0,True,female,physical_health
112,amputat,0,0,True,female,physical_health
113,amputat,0,0,True,female,physical_health
114,amputat,0,0,True,female,physical_health
115,amputat,0,0,True,female,physical_health
116,amputat,0,0,True,female,physical_health
117,amputat,0,0,True,female,physical_health
118,amputat,0,0,True,female,physical_health
119,amputat,0,0,True,female,physical_health
120,amputat,0,0,True,female,physical_health
121,amputat,0,0,True,female,physical_health
122,amputat,0,0,True,female,physical_health
123,amputat,0,0,True,female,physical_health
124,amputat,0,0,True,female,physical_health
125,amputat,0,0,True,female,physical_health
126,amputat,0,0,True,female,physical_health
127,amputat,0,0,True,female,physical_health
128,amputat,0,0,True,female,physical_health
129,amputat,0,0,True,female,physical_health
130,amputat,0,0,True,female,physical_health
131,amputat,0,0,True,female,physical_health
132,amputat,0,0,True,female,physical_health
133,amputat,0,0,True,female,physical_health
134,amputat,0,0,True,female,physical_health
135,amputat,0,0,True,female,physical_health
0,anaemia,0,0,True,female,physical_health
1,anaemia,0,0,True,female,physical_health
2,anaemia,0,0,True,female,physical_health
3,anaemia,0,0,True,female,physical_health
4,anaemia,0,0,True,female,physical_health
5,anaemia,0,0,True,female,physical_health
6,anaemia,0,0,True,female,physical_health
7,anaemia,0,0,True,female,physical_health
8,anaemia,0,0,True,female,physical_health
9,anaemia,0,0,True,female,physical_health
10,anaemia,0,0,True,female,physical_health
11,anaemia,0,0,True,female,physical_health
12,anaemia,0,0,True,female,physical_health
13,anaemia,0,0,True,female,physical_health
14,anaemia,0,0,True,female,physical_health
15,anaemia,0,0,True,female,physical_health
16,anaemia,0,0,True,female,physical_health
17,anaemia,0,0,True,female,physical_health
18,anaemia,0,0,True,female,physical_health
19,anaemia,0,0,True,female,physical_health
20,anaemia,0,0,True,female,physical_health
21,anaemia,0,0,True,female,physical_health
22,anaemia,0,0,True,female,physical_health
23,anaemia,0,0,True,female,physical_health
24,anaemia,0,0,True,female,physical_health
25,anaemia,0,0,True,female,physical_health
26,anaemia,0,0,True,female,physical_health
27,anaemia,0,0,True,female,physical_health
28,anaemia,0,0,True,female,physical_health
29,anaemia,0,0,True,female,physical_health
30,anaemia,0,0,True,female,physical_health
31,anaemia,0,0,True,female,physical_health
32,anaemia,0,0,True,female,physical_health
33,anaemia,0,0,True,female,physical_health
34,anaemia,0,0,True,female,physical_health
35,anaemia,0,0,True,female,physical_health
36,anaemia,0,0,True,female,physical_health
37,anaemia,0,0,True,female,physical_health
38,anaemia,0,0,True,female,physical_health
39,anaemia,0,0,True,female,physical_health
40,anaemia,0,0,True,female,physical_health
41,anaemia,0,0,True,female,physical_health
42,anaemia,0,0,True,female,physical_health
43,anaemia,0,0,True,female,physical_health
44,anaemia,0,0,True,female,physical_health
45,anaemia,0,0,True,female,physical_health
46,anaemia,0,0,True,female,physical_health
47,anaemia,0,0,True,female,physical_health
48,anaemia,0,0,True,female,physical_health
49,anaemia,0,0,True,female,physical_health
50,anaemia,0,0,True,female,physical_health
51,anaemia,0,0,True,female,physical_health
52,anaemia,0,0,True,female,physical_health
53,anaemia,0,0,True,female,physical_health
54,anaemia,0,0,True,female,physical_health
55,anaemia,0,0,True,female,physical_health
56,anaemia,0,0,True,female,physical_health
57,anaemia,0,0,True,female,physical_health
58,anaemia,0,0,True,female,physical_health
59,anaemia,0,0,True,female,physical_health
60,anaemia,0,0,True,female,physical_health
61,anaemia,0,0,True,female,physical_health
62,anaemia,0,0,True,female,physical_health
63,anaemia,0,0,True,female,physical_health
64,anaemia,0,0,True,female,physical_health
65,anaemia,0,0,True,female,physical_health
66,anaemia,0,0,True,female,physical_health
67,anaemia,0,0,True,female,physical_health
68,anaemia,0,0,True,female,physical_health
69,anaemia,0,0,True,female,physical_health
70,anaemia,0,0,True,female,physical_health
71,anaemia,0,0,True,female,physical_health
72,anaemia,0,0,True,female,physical_health
73,anaemia,0,0,True,female,physical_health
74,anaemia,0,0,True,female,physical_health
75,anaemia,0,0,True,female,physical_health
76,anaemia,0,0,True,female,physical_health
77,anaemia,0,0,True,female,physical_health
78,anaemia,0,0,True,female,physical_health
79,anaemia,0,0,True,female,physical_health
80,anaemia,0,0,True,female,physical_health
81,anaemia,0,0,True,female,physical_health
82,anaemia,0,0,True,female,physical_health
83,anaemia,0,0,True,female,physical_health
84,anaemia,0,0,True,female,physical_health
85,anaemia,0,0,True,female,physical_health
86,anaemia,0,0,True,female,physical_health
87,anaemia,0,0,True,female,physical_health
88,anaemia,0,0,True,female,physical_health
89,anaemia,0,0,True,female,physical_health
90,anaemia,0,0,True,female,physical_health
91,anaemia,0,0,True,female,physical_health
92,anaemia,0,0,True,female,physical_health
93,anaemia,0,0,True,female,physical_health
94,anaemia,0,0,True,female,physical_health
95,anaemia,0,0,True,female,physical_health
96,anaemia,0,0,True,female,physical_health
97,anaemia,0,0,True,female,physical_health
98,anaemia,0,0,True,female,physical_health
99,anaemia,0,0,True,female,physical_health
100,anaemia,0,0,True,female,physical_health
101,anaemia,0,0,True,female,physical_health
102,anaemia,0,0,True,female,physical_health
103,anaemia,0,0,True,female,physical_health
104,anaemia,0,0,True,female,physical_health
105,anaemia,0,0,True,female,physical_health
106,anaemia,0,0,True,female,physical_health
107,anaemia,0,0,True,female,physical_health
108,anaemia,0,0,True,female,physical_health
109,anaemia,0,0,True,female,physical_health
110,anaemia,0,0,True,female,physical_health
111,anaemia,0,0,True,female,physical_health
112,anaemia,0,0,True,female,physical_health
113,anaemia,0,0,True,female,physical_health
114,anaemia,0,0,True,female,physical_health
115,anaemia,0,0,True,female,physical_health
116,anaemia,0,0,True,female,physical_health
117,anaemia,0,0,True,female,physical_health
118,anaemia,0,0,True,female,physical_health
119,anaemia,0,0,True,female,physical_health
120,anaemia,0,0,True,female,physical_health
121,anaemia,0,0,True,female,physical_health
122,anaemia,0,0,True,female,physical_health
123,anaemia,0,0,True,female,physical_health
124,anaemia,0,0,True,female,physical_health
125,anaemia,0,0,True,female,physical_health
126,anaemia,0,0,True,female,physical_health
127,anaemia,0,0,True,female,physical_health
128,anaemia,0,0,True,female,physical_health
129,anaemia,0,0,True,female,physical_health
130,anaemia,0,0,True,female,physical_health
131,anaemia,0,0,True,female,physical_health
132,anaemia,0,0,True,female,physical_health
133,anaemia,0,0,True,female,physical_health
134,anaemia,0,0,True,female,physical_health
135,anaemia,0,0,True,female,physical_health
0,angina,0,0,True,female,physical_health
1,angina,0,0,True,female,physical_health
2,angina,0,0,True,female,physical_health
3,angina,0,0,True,female,physical_health
4,angina,0,0,True,female,physical_health
5,angina,0,0,True,female,physical_health
6,angina,0,0,True,female,physical_health
7,angina,0,0,True,female,physical_health
8,angina,0,0,True,female,physical_health
9,angina,0,0,True,female,physical_health
10,angina,0,0,True,female,physical_health
11,angina,0,0,True,female,physical_health
12,angina,0,0,True,female,physical_health
13,angina,0,0,True,female,physical_health
14,angina,0,0,True,female,physical_health
15,angina,0,0,True,female,physical_health
16,angina,0,0,True,female,physical_health
17,angina,0,0,True,female,physical_health
18,angina,0,0,True,female,physical_health
19,angina,0,0,True,female,physical_health
20,angina,0,0,True,female,physical_health
21,angina,0,0,True,female,physical_health
22,angina,0,0,True,female,physical_health
23,angina,0,0,True,female,physical_health
24,angina,0,0,True,female,physical_health
25,angina,0,0,True,female,physical_health
26,angina,0,0,True,female,physical_health
27,angina,0,0,True,female,physical_health
28,angina,0,0,True,female,physical_health
29,angina,0,0,True,female,physical_health
30,angina,0,0,True,female,physical_health
31,angina,0,0,True,female,physical_health
32,angina,0,0,True,female,physical_health
33,angina,0,0,True,female,physical_health
34,angina,0,0,True,female,physical_health
35,angina,0,0,True,female,physical_health
36,angina,0,0,True,female,physical_health
37,angina,0,0,True,female,physical_health
38,angina,0,0,True,female,physical_health
39,angina,0,0,True,female,physical_health
40,angina,0,0,True,female,physical_health
41,angina,0,0,True,female,physical_health
42,angina,0,0,True,female,physical_health
43,angina,0,0,True,female,physical_health
44,angina,0,0,True,female,physical_health
45,angina,0,0,True,female,physical_health
46,angina,0,0,True,female,physical_health
47,angina,0,0,True,female,physical_health
48,angina,0,0,True,female,physical_health
49,angina,0,0,True,female,physical_health
50,angina,0,0,True,female,physical_health
51,angina,0,0,True,female,physical_health
52,angina,0,0,True,female,physical_health
53,angina,0,0,True,female,physical_health
54,angina,0,0,True,female,physical_health
55,angina,0,0,True,female,physical_health
56,angina,0,0,True,female,physical_health
57,angina,0,0,True,female,physical_health
58,angina,0,0,True,female,physical_health
59,angina,0,0,True,female,physical_health
60,angina,0,0,True,female,physical_health
61,angina,0,0,True,female,physical_health
62,angina,0,0,True,female,physical_health
63,angina,0,0,True,female,physical_health
64,angina,0,0,True,female,physical_health
65,angina,0,0,True,female,physical_health
66,angina,0,0,True,female,physical_health
67,angina,0,0,True,female,physical_health
68,angina,0,0,True,female,physical_health
69,angina,0,0,True,female,physical_health
70,angina,0,0,True,female,physical_health
71,angina,0,0,True,female,physical_health
72,angina,0,0,True,female,physical_health
73,angina,0,0,True,female,physical_health
74,angina,0,0,True,female,physical_health
75,angina,0,0,True,female,physical_health
76,angina,0,0,True,female,physical_health
77,angina,0,0,True,female,physical_health
78,angina,0,0,True,female,physical_health
79,angina,0,0,True,female,physical_health
80,angina,0,0,True,female,physical_health
81,angina,0,0,True,female,physical_health
82,angina,0,0,True,female,physical_health
83,angina,0,0,True,female,physical_health
84,angina,0,0,True,female,physical_health
85,angina,0,0,True,female,physical_health
86,angina,0,0,True,female,physical_health
87,angina,0,0,True,female,physical_health
88,angina,0,0,True,female,physical_health
89,angina,0,0,True,female,physical_health
90,angina,0,0,True,female,physical_health
91,angina,0,0,True,female,physical_health
92,angina,0,0,True,female,physical_health
93,angina,0,0,True,female,physical_health
94,angina,0,0,True,female,physical_health
95,angina,0,0,True,female,physical_health
96,angina,0,0,True,female,physical_health
97,angina,0,0,True,female,physical_health
98,angina,0,0,True,female,physical_health
99,angina,0,0,True,female,physical_health
100,angina,0,0,True,female,physical_health
101,angina,0,0,True,female,physical_health
102,angina,0,0,True,female,physical_health
103,angina,0,0,True,female,physical_health
104,angina,0,0,True,female,physical_health
105,angina,0,0,True,female,physical_health
106,angina,0,0,True,female,physical_health
107,angina,0,0,True,female,physical_health
108,angina,0,0,True,female,physical_health
109,angina,0,0,True,female,physical_health
110,angina,0,0,True,female,physical_health
111,angina,0,0,True,female,physical_health
112,angina,0,0,True,female,physical_health
113,angina,0,0,True,female,physical_health
114,angina,0,0,True,female,physical_health
115,angina,0,0,True,female,physical_health
116,angina,0,0,True,female,physical_health
117,angina,0,0,True,female,physical_health
118,angina,0,0,True,female,physical_health
119,angina,0,0,True,female,physical_health
120,angina,0,0,True,female,physical_health
121,angina,0,0,True,female,physical_health
122,angina,0,0,True,female,physical_health
123,angina,0,0,True,female,physical_health
124,angina,0,0,True,female,physical_health
125,angina,0,0,True,female,physical_health
126,angina,0,0,True,female,physical_health
127,angina,0,0,True,female,physical_health
128,angina,0,0,True,female,physical_health
129,angina,0,0,True,female,physical_health
130,angina,0,0,True,female,physical_health
131,angina,0,0,True,female,physical_health
132,angina,0,0,True,female,physical_health
133,angina,0,0,True,female,physical_health
134,angina,0,0,True,female,physical_health
135,angina,0,0,True,female,physical_health
0,arthritis,0,0,True,female,physical_health
1,arthritis,0,0,True,female,physical_health
2,arthritis,0,0,True,female,physical_health
3,arthritis,0,0,True,female,physical_health
4,arthritis,2,1,False,female,physical_health
5,arthritis,0,0,True,female,physical_health
6,arthritis,1,1,True,female,physical_health
7,arthritis,0,0,True,female,physical_health
8,arthritis,0,0,True,female,physical_health
9,arthritis,0,0,True,female,physical_health
10,arthritis,0,0,True,female,physical_health
11,arthritis,1,1,True,female,physical_health
12,arthritis,0,0,True,female,physical_health
13,arthritis,0,0,True,female,physical_health
14,arthritis,0,0,True,female,physical_health
15,arthritis,1,1,True,female,physical_health
16,arthritis,1,1,True,female,physical_health
17,arthritis,0,0,True,female,physical_health
18,arthritis,0,0,True,female,physical_health
19,arthritis,0,0,True,female,physical_health
20,arthritis,1,1,True,female,physical_health
21,arthritis,0,0,True,female,physical_health
22,arthritis,1,1,True,female,physical_health
23,arthritis,1,1,True,female,physical_health
24,arthritis,0,0,True,female,physical_health
25,arthritis,1,2,False,female,physical_health
26,arthritis,1,1,True,female,physical_health
27,arthritis,0,0,True,female,physical_health
28,arthritis,1,2,False,female,physical_health
29,arthritis,2,1,False,female,physical_health
30,arthritis,1,1,True,female,physical_health
31,arthritis,0,0,True,female,physical_health
32,arthritis,2,1,False,female,physical_health
33,arthritis,1,1,True,female,physical_health
34,arthritis,1,1,True,female,physical_health
35,arthritis,0,0,True,female,physical_health
36,arthritis,1,1,True,female,physical_health
37,arthritis,0,0,True,female,physical_health
38,arthritis,0,0,True,female,physical_health
39,arthritis,0,0,True,female,physical_health
40,arthritis,1,1,True,female,physical_health
41,arthritis,1,1,True,female,physical_health
42,arthritis,0,0,True,female,physical_health
43,arthritis,0,0,True,female,physical_health
44,arthritis,0,0,True,female,physical_health
45,arthritis,0,0,True,female,physical_health
46,arthritis,0,0,True,female,physical_health
47,arthritis,0,0,True,female,physical_health
48,arthritis,0,0,True,female,physical_health
49,arthritis,0,0,True,female,physical_health
50,arthritis,0,0,True,female,physical_health
51,arthritis,0,0,True,female,physical_health
52,arthritis,0,0,True,female,physical_health
53,arthritis,0,0,True,female,physical_health
54,arthritis,0,0,True,female,physical_health
55,arthritis,0,0,True,female,physical_health
56,arthritis,1,1,True,female,physical_health
57,arthritis,0,0,True,female,physical_health
58,arthritis,0,0,True,female,physical_health
59,arthritis,0,0,True,female,physical_health
60,arthritis,0,0,True,female,physical_health
61,arthritis,0,0,True,female,physical_health
62,arthritis,0,0,True,female,physical_health
63,arthritis,0,0,True,female,physical_health
64,arthritis,0,0,True,female,physical_health
65,arthritis,0,0,True,female,physical_health
66,arthritis,0,0,True,female,physical_health
67,arthritis,0,0,True,female,physical_health
68,arthritis,0,0,True,female,physical_health
69,arthritis,0,0,True,female,physical_health
70,arthritis,0,0,True,female,physical_health
71,arthritis,0,0,True,female,physical_health
72,arthritis,0,0,True,female,physical_health
73,arthritis,0,0,True,female,physical_health
74,arthritis,0,0,True,female,physical_health
75,arthritis,0,0,True,female,physical_health
76,arthritis,0,0,True,female,physical_health
77,arthritis,0,0,True,female,physical_health
78,arthritis,0,0,True,female,physical_health
79,arthritis,0,0,True,female,physical_health
80,arthritis,0,0,True,female,physical_health
81,arthritis,0,0,True,female,physical_health
82,arthritis,0,0,True,female,physical_health
83,arthritis,0,0,True,female,physical_health
84,arthritis,0,0,True,female,physical_health
85,arthritis,0,0,True,female,physical_health
86,arthritis,0,0,True,female,physical_health
87,arthritis,0,0,True,female,physical_health
88,arthritis,0,0,True,female,physical_health
89,arthritis,0,0,True,female,physical_health
90,arthritis,0,0,True,female,physical_health
91,arthritis,2,2,True,female,physical_health
92,arthritis,0,0,True,female,physical_health
93,arthritis,0,0,True,female,physical_health
94,arthritis,0,0,True,female,physical_health
95,arthritis,0,0,True,female,physical_health
96,arthritis,0,0,True,female,physical_health
97,arthritis,0,0,True,female,physical_health
98,arthritis,0,0,True,female,physical_health
99,arthritis,0,0,True,female,physical_health
100,arthritis,0,0,True,female,physical_health
101,arthritis,1,1,True,female,physical_health
102,arthritis,0,0,True,female,physical_health
103,arthritis,0,0,True,female,physical_health
104,arthritis,0,0,True,female,physical_health
105,arthritis,0,0,True,female,physical_health
106,arthritis,0,0,True,female,physical_health
107,arthritis,0,0,True,female,physical_health
108,arthritis,0,0,True,female,physical_health
109,arthritis,0,0,True,female,physical_health
110,arthritis,0,0,True,female,physical_health
111,arthritis,0,0,True,female,physical_health
112,arthritis,0,0,True,female,physical_health
113,arthritis,0,0,True,female,physical_health
114,arthritis,0,0,True,female,physical_health
115,arthritis,1,2,False,female,physical_health
116,arthritis,0,0,True,female,physical_health
117,arthritis,0,0,True,female,physical_health
118,arthritis,0,0,True,female,physical_health
119,arthritis,0,0,True,female,physical_health
120,arthritis,0,0,True,female,physical_health
121,arthritis,0,0,True,female,physical_health
122,arthritis,0,0,True,female,physical_health
123,arthritis,0,0,True,female,physical_health
124,arthritis,0,0,True,female,physical_health
125,arthritis,0,0,True,female,physical_health
126,arthritis,0,0,True,female,physical_health
127,arthritis,0,0,True,female,physical_health
128,arthritis,0,0,True,female,physical_health
129,arthritis,0,0,True,female,physical_health
130,arthritis,0,0,True,female,physical_health
131,arthritis,0,0,True,female,physical_health
132,arthritis,0,0,True,female,physical_health
133,arthritis,1,1,True,female,physical_health
134,arthritis,0,0,True,female,physical_health
135,arthritis,0,0,True,female,physical_health
0,aspirat,0,0,True,female,physical_health
1,aspirat,0,0,True,female,physical_health
2,aspirat,0,0,True,female,physical_health
3,aspirat,0,0,True,female,physical_health
4,aspirat,0,0,True,female,physical_health
5,aspirat,0,0,True,female,physical_health
6,aspirat,0,0,True,female,physical_health
7,aspirat,0,0,True,female,physical_health
8,aspirat,0,0,True,female,physical_health
9,aspirat,0,0,True,female,physical_health
10,aspirat,0,0,True,female,physical_health
11,aspirat,0,0,True,female,physical_health
12,aspirat,0,0,True,female,physical_health
13,aspirat,0,0,True,female,physical_health
14,aspirat,0,0,True,female,physical_health
15,aspirat,0,0,True,female,physical_health
16,aspirat,0,0,True,female,physical_health
17,aspirat,0,0,True,female,physical_health
18,aspirat,0,0,True,female,physical_health
19,aspirat,0,0,True,female,physical_health
20,aspirat,0,0,True,female,physical_health
21,aspirat,0,0,True,female,physical_health
22,aspirat,0,0,True,female,physical_health
